,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86
P28,0.29427857786919276,0.30762333880735765,0.4109831310077646,0.475643617661891,0.3970391166949455,0.3327057837226215,0.5878709008627618,0.3711088205146827,0.3096385786637904,0.5045461640551722,0.1839156081909099,0.3472117997191706,0.3422177227000918,0.4138491563433952,0.3565123069988365,0.45359232231013935,0.28721039126064996,0.38696357468039966,0.4371928189727624,0.4461444549199987,0.13022768830271356,0.24491016563342374,0.09209748140617892,0.5520913189628254,0.5073515409346974,0.3898647904600501,0.4353695150016204,1.0,0.3350652682422352,0.3440406406925376,0.5124885252541647,0.5528788528014449,0.5443225172280685,0.1249371215159393,0.5739168974940794,0.16778734790560784,0.26928848486171275,0.5842896345694416,0.47640810605480993,0.23967540034768806,0.34121783787673865,0.1953733314892799,0.5956924223771376,0.5087994760061586,0.1999903022083355,0.4370026763203017,0.1893244602695594,0.3784152296972677,0.3490249525031756,0.3711897031745137,0.49658856537247803,0.32624511247027027,0.506177518403609,0.4459088908624492,0.5254306959379005,0.3828958510401036,0.37851460129586706,0.38717747429643423,0.4042531764798044,0.4503946589928196,0.30713298959377083,0.44207054157103026,0.5682135201516733,0.5186593021783801,0.0017841297424314687,0.4813264168430104,0.31734137629326536,0.6416336809198552,0.45663011311841767,0.3122811311435322,0.2236377302206877,0.233822098173578,0.5250044082993328,0.10687538068454214,0.22833126533846754,0.5008470782400036,0.3513411750894236,0.014694581538310854,0.4674693295267224,0.39396942356001835,-0.008477292090722456,0.08961195193797461,0.17272610267763136,0.043803749757218284,0.07880480268004822,0.16895795681294562
P29,0.37035276032598374,0.2714177747944475,0.07870238713719951,0.41373961998108544,0.5079071973620696,0.35590892481195413,0.42143082399763754,0.24924384196591878,0.3521859055134824,0.2170081077461122,0.2243038620321785,0.253510729185538,0.33027951083835116,0.009032221174406125,0.42094877123961855,0.344674238048446,0.28121915026222205,0.3053168435632669,0.5057852027818892,0.1776905999501009,0.10912855667664685,0.4219509006696502,0.2267612758959553,0.2656928907727813,0.45427429372608763,0.4122084101711639,0.11499903905620294,0.3350652682422352,1.0,0.3999164087634299,0.23834251058552522,0.532775824512962,0.4715566995317243,-0.01557159097331874,0.36724407480062793,0.28498173616625544,0.1815114785834866,0.32358398280462514,0.2722921002622557,0.36069399785098744,0.15349102990459873,0.3356049382312335,0.39441415638807376,0.33337268131222875,0.1160393897958652,0.40864436470302057,0.41162918678458466,0.4005904674157056,0.2738868737253324,0.3106722722421588,0.3603919975893234,0.4230311413721387,0.24914111268533953,0.239391000562215,0.38493779296037395,-0.0260725933392349,0.5839963494875324,0.4526632341218189,0.13915640618851158,0.35381870759088735,0.35088727811888376,0.6340447170068205,0.4428547475155488,0.4268273553951709,0.26654138917614945,0.12558632732655964,0.3376721914518385,0.32492928057580217,0.4387608596577568,0.2868917078209466,0.07044919570533166,0.19466057579987964,0.2899986398077462,0.22506020444129154,0.20808662636460398,0.48122022594232794,0.21456955188259347,0.031860318257233095,0.278444541163231,0.2597633471607774,0.0802768721575968,0.07666395733865668,0.3374860738898645,0.15532274591315826,0.1114798072623677,-0.010653638413160369
P30,0.4328164994349262,0.22914919088135907,0.24947017743986602,0.23171295472069828,0.33485287339554715,0.13485375420632867,0.14933482195880074,0.33314325594937594,0.039696767754839046,0.13986487183518131,0.1871948888360663,0.22638432961862281,0.3191310148533371,0.22232377876286508,0.24954870807900678,0.4620084364265134,0.0981888296987334,0.2928179991049044,0.3382257755089761,0.1844769589415611,-0.10696853861721352,0.46895521312074384,0.09792333966237962,0.2518242901896184,0.3222882000013461,0.42746163458959463,0.12370565126054581,0.3440406406925376,0.3999164087634299,0.9999999999999999,0.3836025462573047,0.3053104536505967,0.35231043468973106,0.38898125185930943,0.22349569626317725,0.2854115264349473,0.13869473646319444,0.2646297918237036,0.3060112838655202,0.40743392125006506,0.16411440163482438,0.38817930721255844,0.26288422741715844,0.1942495522469256,0.07399903229048956,0.4071560677653767,0.3091356625755821,0.47176280584007096,0.31362702842273027,0.10934919500022705,0.018780982511275336,0.24112357778782895,0.17628509712524232,0.21119241735497038,0.07522304034441836,0.23349928820359375,0.4216953741684467,0.1968610797734751,0.07096414696782767,0.34785546782644927,0.1608908518358851,0.2957882405404871,0.27440969223941314,0.3371475379551101,0.332452888121271,0.3233913680686762,0.14840635923948325,0.10311828308852876,0.3254525774012219,0.19772038077642293,0.07010918047530272,0.08921940662603749,0.22567395066387785,0.19078120590786202,0.41499602612423026,0.21630146465801417,0.2818189843478134,0.13575069149302915,0.23325093168884503,0.16905534677819437,-0.12923159302402273,0.19370108442851858,0.3427517783280235,0.11763307816362077,-0.07049969039259624,0.08184328084111786
P31,0.3002328848428535,0.3541393202352725,0.20656063011756048,0.3272921208233623,0.3549776821468153,0.3663387415090279,0.29529342467115915,0.34484084359978656,0.2342127329686929,0.43451136474197816,0.2533531563435348,0.247206409635986,0.31158236111453524,0.30124479401892973,0.33253317053894443,0.3534736590444311,0.3669175738612404,0.46134106172646466,0.3100469128760342,0.5154695347788676,0.20474084583079782,0.34255048057940457,0.09776276166478752,0.37687703914658405,0.42348092227619316,0.3839274381837691,0.38047743282132723,0.5124885252541647,0.23834251058552522,0.3836025462573047,1.0,0.4325734982647872,0.3944705431438233,0.3136715806635178,0.5298209892089688,0.15173881451535928,0.2817030294454868,0.41642320431529367,0.3670444321369713,0.2547429112785191,0.43765158676437277,0.4799619001488533,0.34218654216869787,0.4349723268528102,0.20233954153846082,0.40451425194002455,0.11941642875402224,0.5568200913631878,0.3210657374477458,0.1949041023574852,0.19397950533960792,0.3412825451502966,0.4487158927129743,0.22891370175472886,0.42000183953447695,0.1856378495751405,0.39104120611003873,0.11947221895961824,0.20969082058195465,0.36045651241824606,0.06202174327239476,0.3770156204542897,0.2762515593016831,0.49914749536714387,0.2991967941258404,0.41299451574316925,0.4714304576265853,0.24643016624207736,0.1352145507760261,0.2385304152080976,0.13212181194348965,0.2433797545462057,0.3093664410031906,0.05155667600204717,0.26277225334400045,0.3991389894033471,0.3866877036359042,0.11112567518321005,0.35875448934256376,0.31399586749938985,-0.025932440941268158,-0.01443958071957275,0.2886636301265228,0.3248061816245872,0.13092713195789996,0.2444129696598963
P32,0.34980130497397766,0.3501093950578057,0.2772131781259818,0.4103641681675321,0.41928739864685266,0.4156436392834296,0.37230206354181133,0.4753293933793606,0.37296542999361315,0.43316175128776513,0.15693697609987686,0.4568014907497867,0.20621143326391947,0.3547539108328178,0.29823157759941826,0.44021399201112343,0.5523969373204067,0.505179918095469,0.5688334331575624,0.4355060181741028,0.2598860018420001,0.3384766793672888,0.37515737861218057,0.44893717158623836,0.3167539132001771,0.2788130159088861,0.34579166310851894,0.5528788528014449,0.532775824512962,0.3053104536505967,0.4325734982647872,1.0,0.5740308956474325,0.1908424778277726,0.4532129733560849,0.1828283264437476,0.30117940357990125,0.5081674087772897,0.47937209818724896,0.3346276056924074,0.37216105007695705,0.18516854790641563,0.46738109573807207,0.513522657716021,0.1528945947159138,0.4156777677025375,0.3380711877681223,0.4424116584807824,0.40387795941428617,0.4770783031054298,0.5010087397347821,0.5440734600012407,0.456753407285878,0.41923920961104494,0.42690101078459497,0.11156974298269802,0.5113086582703741,0.593945676786728,0.425647297536008,0.5088955661422537,0.31802996480898654,0.5369283052530173,0.5530714308259885,0.4370726600692727,0.2214964663529808,0.32154189108233583,0.25877777519698514,0.5492066822582248,0.5523875812895265,0.4816351888242598,0.28418765475876545,0.21061471083040387,0.39288368977463795,0.20715168474752232,0.26975724609932566,0.5948284308023105,0.25794077928614073,-0.038526878949708805,0.401553675420029,0.4738795615104271,0.0728220382417348,0.08035967974269068,0.4360724904334151,0.06307491459518412,0.10093084778687914,0.27890244216972254
P33,0.38559599557335567,0.4184203378675964,0.26068425475306867,0.5296222636774324,0.3342718001703766,0.2794035073284612,0.37010596085097985,0.5354285131212448,0.337135181465574,0.35979285731620125,0.2067702048500306,0.4287569241509689,0.46434643001070736,0.4519706018518029,0.2515141514897717,0.3620807827576023,0.4430296278124775,0.38707138773515254,0.5529437528721483,0.4542714054268525,0.2605477796237831,0.28718723808479196,0.2692548100570005,0.3984139330225445,0.44424231125879965,0.28165963967179175,0.23491493240489558,0.5443225172280685,0.4715566995317243,0.35231043468973106,0.3944705431438233,0.5740308956474325,1.0,0.2922469846063229,0.33029874108423324,0.27686130568177497,0.3717147515572224,0.6211912165902117,0.3134835508800961,0.28668476747266164,0.30232530847391165,0.24902293968523193,0.35700114984468206,0.5538674336966,0.2028053794546351,0.5652250576978018,0.46963684756251123,0.3692960663491986,0.3888484470604508,0.2494110410181693,0.4811819578998468,0.43950952972375057,0.373949542996643,0.652444677195832,0.39834559678562675,0.23929402321790713,0.42600726814468187,0.38612632059690233,0.5969685470522567,0.3602965686110432,0.5149859112825047,0.5451955404253703,0.5187245079018377,0.49502359649530486,0.11392569605689987,0.3411620041702546,0.29657072566297554,0.5590056549528775,0.45106524074164006,0.38881934750961894,0.3687198553244092,0.26561187886024806,0.3526447040279129,0.30230311268796134,0.3460573850143205,0.41238070230988216,0.3056496558871092,0.13846600924407865,0.3992582791548376,0.5652622760493039,-0.05630869128299538,0.15578532760116073,0.4189969607153522,-0.04666704754380205,0.05506438624156096,0.32861788555113375
P34,0.24620429781086242,0.34730768941931145,0.35651591014234946,0.13713140188622025,0.06550731942188946,0.19480221195385444,0.13578417564692724,0.4098412960358897,0.037819183870577616,0.17348973297683767,0.09836391605772672,0.3452029829951998,0.3310891567506496,0.3993971138378552,0.043516391411648085,0.3369485155583101,0.25263707369859456,0.23536029638255515,0.09074317048539356,0.3710480974938518,0.24434665871284228,0.40948987062917847,0.2879620271663716,0.1664656630735471,0.27437434402208594,0.3094276441024295,0.23370330899988492,0.1249371215159393,-0.01557159097331874,0.38898125185930943,0.3136715806635178,0.1908424778277726,0.2922469846063229,0.9999999999999998,0.3213299066865687,0.05980682610290926,0.18239521959165986,0.1672424826811001,0.15452110389174914,0.2546323523613296,0.32345566812812837,0.3466461071606362,0.18054080344357085,0.30800331624030236,0.18999160109882465,0.305343288660633,0.23136633454733022,0.21669577588959166,0.4306613323560293,0.1954941331799396,0.06945474788072016,0.30588905847488784,0.13099223172446203,0.12227368659374943,-0.05538711643965377,0.19731728045481894,0.08640253611140301,0.18024812486207123,0.3014768377149797,0.31492903585679516,0.2118400339519169,0.08788020845335347,0.16417669620708955,0.18997538494072097,-0.09182182288688927,0.33659105004840284,0.14882552453780198,0.13761740065824737,0.2114051769138538,0.29632199648840846,0.16905797110488954,0.20726807894842847,0.23237970989153697,0.21328704690716369,0.4811324660847963,0.1582806787235198,0.3895756972634096,0.30675675099267835,0.10104018995274285,0.2564733628668839,-0.14943141318493028,0.149302818454226,0.40502944572971605,0.12163078662645217,0.06805564531718095,0.3483637940983145
P35,0.24258267800861752,0.3240321026125059,0.1727323393362876,0.43349422909019064,0.4592089266127533,0.34629414542746617,0.5816341129945348,0.2712533649359332,0.24546631196385574,0.6945227025206451,0.2877542710943238,0.15130109623993263,0.1857326208791448,0.29139117505940765,0.3490654114083775,0.27322819978288004,0.21234916523252756,0.15003405625719954,0.32588567800092044,0.33078984365612046,0.26018732492810226,0.20512610660660446,0.0007968362566575347,0.35552070570318817,0.5368262508184358,0.4504572463841155,0.46578600375813306,0.5739168974940794,0.36724407480062793,0.22349569626317725,0.5298209892089688,0.4532129733560849,0.33029874108423324,0.3213299066865687,0.9999999999999999,0.05384444202097378,0.14004737139659848,0.38223539683538194,0.44346119591396327,0.3754819161190588,0.2504595312658941,0.31623276279419454,0.5424639238393527,0.3679747520852111,0.2945251613827542,0.3874253259276804,0.2787449203089523,0.48638218508924747,0.28146310547017583,0.49945234047621956,0.3536603317479935,0.29893317548283876,0.3567076865490112,0.1577908707938591,0.40286460744905694,0.1025400503432125,0.35185193881657534,0.2766543848349576,0.3519856359527946,0.4867505692046278,0.17385459367031278,0.5093679957120797,0.31868971163573534,0.48307074220657364,0.006742772915680702,0.39806722932239236,0.36937309608775193,0.36689656813429194,0.2724703657504499,0.32325710179716194,0.20871674946356786,0.1938181795185048,0.5650819809277231,0.07094440505431694,0.1425848384195658,0.38585938673350473,0.30930124282502863,0.056649140572657776,0.2760557555884881,0.34372658968902314,-0.09669197004254589,0.1130977883842414,0.1319030675247296,0.20345328848023006,0.004412184796733739,0.014322150764154929
P36,0.15234310324528805,0.04619326003339809,0.10880828566240233,0.12126732137708938,0.19857189874498812,0.34851122527454653,-0.07270578714666528,0.2342743984205604,0.040442647064667624,0.06022493997918725,0.11259558318408774,0.24960317078446367,0.36911931701021916,0.1297719196389074,0.2510491152473803,0.3229424372244942,0.17679753247016924,0.1426187066626562,0.3916624634159755,0.056366213346605416,-0.227454266466265,0.2954091792961947,-0.11633775716166676,0.08478413230027672,0.008750381605191353,0.13999927081669025,-0.0018222610158843287,0.16778734790560784,0.28498173616625544,0.2854115264349473,0.15173881451535928,0.1828283264437476,0.27686130568177497,0.05980682610290926,0.05384444202097378,1.0,0.08299371646485622,0.062356087649572525,0.2503206325133661,0.03863471538934657,0.1158551767232929,-0.0020057339976268574,0.1584300571418729,0.2152237775556961,0.2843469143816814,0.27147345667837985,0.04984542139622842,0.2503542102404815,0.06675934174581127,-0.07098114392607498,0.14227383816100472,0.0967048940828246,0.32587859123172586,0.25862421817967385,0.13936937104069239,0.000396614776068064,0.20881951847957234,-0.017443604433310708,-0.0015006043498864276,0.23291124753680414,0.14937707687254217,0.32836646002334197,0.3853249078508587,0.0763752932588995,0.2452931004035069,0.08350424993034318,0.24716517392003706,0.24090391451811843,0.09224749547475601,-0.07062893092559493,-0.13500046445168273,-0.025860246240452554,-0.07738660768730936,-0.02433419836790625,0.35145616213271963,0.3731433644007743,0.03298810909854591,0.17636323796369524,0.3052700678738406,0.3395978211617746,0.06845104012169943,-0.07737481736836677,0.23069586870029488,0.06632007417465306,0.17722908066137813,0.21922333346828504
P37,0.30912426182413516,0.4407949425004519,0.3935270331194436,0.1610037529497666,0.06966002654955712,0.15033605585155124,0.354591355698468,0.3928303098460932,0.3513042518230052,0.25558302250645526,0.022265940915110752,0.3502251766238828,0.32487989956747865,0.2588167933564595,0.28065839861979797,-0.07740505398622632,0.36679212582904,0.22493836782657553,0.184836744746976,0.3294476750934856,0.24990303711518178,0.08623007017040622,0.10739402560324486,0.343238167843048,0.20702263369107307,0.21507909162871724,0.34746721567330174,0.26928848486171275,0.1815114785834866,0.13869473646319444,0.2817030294454868,0.30117940357990125,0.3717147515572224,0.18239521959165986,0.14004737139659848,0.08299371646485622,1.0,0.33715636799145327,0.23208048503994813,0.24926762713085937,0.4348911742826624,0.12688995740279385,0.21851632184281305,0.45314012422986083,0.24332281145109583,0.2519963287995051,0.2023239960298895,0.2965901798116095,0.2598810659589657,0.13254107661736378,0.06597481621421711,0.44305365247054646,0.22341413816658096,0.2982097919772929,0.4220880117504036,0.28246903313935656,0.2227760282492981,0.17082455816947778,0.32197205003332,-0.014594985293349167,0.2749432693899946,0.13495177031532313,0.36712280904615946,0.31423771159542363,0.2075296808096793,0.22208120196611328,0.2734023564023917,0.4542937675115694,0.20135395659326116,0.361730394777692,0.17865385691095287,0.23639139483235028,0.23333233197548758,-0.06091078096664868,0.42973110394990305,0.3649244157064535,0.32806954376385883,0.1069050267172576,0.3803120390641476,0.2736470687033374,0.030603963142037328,0.22098364139403007,0.35180729832367963,0.25925957155731405,0.07401888189189285,0.4574870054444532
P38,0.3067535609648243,0.3190433577918398,0.3556490713086314,0.3536309610344572,0.3921517313708212,0.22337582664412528,0.5344395151383287,0.37941364960226553,0.43701544976017875,0.5225181284348005,0.1564543776661504,0.279596450292987,0.3927083207697724,0.42682327030132583,0.1938566342746718,0.3264855460936933,0.38983846991352356,0.32569070915887405,0.4359631645784042,0.41015069481589894,0.3159851998342636,0.3436432252353565,0.07193322497857725,0.47908435852987313,0.4492248641184596,0.4723099109285237,0.18641888833675135,0.5842896345694416,0.32358398280462514,0.2646297918237036,0.41642320431529367,0.5081674087772897,0.6211912165902117,0.1672424826811001,0.38223539683538194,0.062356087649572525,0.33715636799145327,0.9999999999999998,0.45424886647125,0.23613215904618304,0.45624347534891413,0.17648782721397904,0.40135985981804,0.46030625507369366,0.2200856820187144,0.47277299402471423,0.2914780927527115,0.344330229878091,0.4274068241475649,0.4021440485321443,0.5022066845251546,0.33147759217963224,0.34020561377487935,0.41090919446080454,0.515447518167031,0.24937513320703136,0.37006146427644976,0.49252735576894086,0.45772161837491604,0.3754735297528332,0.35739500202742536,0.4044633844486405,0.506809918692989,0.5366847195337905,0.07767255586287,0.35481760648531974,0.23096439686360348,0.5965013754136047,0.39960989237241834,0.33254417807567876,0.42870490417168194,0.41080445136887156,0.5549195524083904,0.2918556578929472,0.18669079114459486,0.4013059025393494,0.03114432088269405,-0.024331810052367557,0.30129924621506654,0.4693063930648453,-0.04217287095791745,0.1484622899311962,0.21813536848126727,-0.048246023685930145,0.11978304519908224,0.2552002778954164
P39,0.14159523798867285,0.01389777264768942,0.11001321166296091,0.1820747695673855,0.32457163067222977,0.3778864796331167,0.4632175668406103,0.16609081504066886,0.20865369801293174,0.42177011891761873,0.10705823419999685,0.25465639967034853,0.17505810621275306,0.3119460360241085,0.1626755657235379,0.14654611115364122,0.3028052983214103,0.38772806478766303,0.2646086274967774,0.040434350267836996,0.3391908217522379,0.47329074798340115,0.03587388305311609,0.3275668044805151,0.14459018695467477,0.4183780248307258,0.18381903548315218,0.47640810605480993,0.2722921002622557,0.3060112838655202,0.3670444321369713,0.47937209818724896,0.3134835508800961,0.15452110389174914,0.44346119591396327,0.2503206325133661,0.23208048503994813,0.45424886647125,0.9999999999999999,0.27489478311094495,0.17851462195128168,0.10667470543281928,0.24801247692301973,0.2136080320290171,0.2802383836330166,0.17435696357508745,0.09710708554629156,0.23216378736097346,0.42282197684610495,0.41635065901769086,0.39977611547855263,0.25827621157270375,0.33371340335710215,0.13149891945247597,0.28329573238396627,0.0996006640405439,0.1505479525765499,0.15557611055742168,0.1520118476214138,0.43667154100468397,0.04623611814702134,0.44125012857127044,0.3862932653789127,0.28059246440999264,0.14131178142307976,0.43624722852999015,0.03678874545576188,0.2998868673421816,0.16046792172764868,0.18507395405332566,0.31609962615674997,0.11920756462756925,0.2576593079988197,0.28112547964895496,0.00983213476944538,0.31333985384411195,-0.08164508706625592,-0.07935454745575875,0.29626766575811553,0.37107225161776797,0.10841354946828391,0.1581698631234232,0.12935250129675968,0.11120191924065767,0.1402465163653384,0.24030609246918336
P40,0.2912017718498451,0.17050978506956513,-0.011608621619052604,0.12908109710842755,0.24601202952650422,0.2305663539195154,0.28154205511740815,0.21370331642878396,0.23345190408383915,0.1718539216039823,0.21330233811559085,0.12562589068058858,0.18022476230067963,0.04849155921012594,0.3047031970021708,0.25633765140312204,0.12845226894349324,0.2643663441346824,0.12850969398995146,0.016235653868548198,0.11222053308740967,0.21939659627559532,0.03078209146408332,0.17293681214298298,0.4500986030158493,0.24363205557152687,0.1844474227509671,0.23967540034768806,0.36069399785098744,0.40743392125006506,0.2547429112785191,0.3346276056924074,0.28668476747266164,0.2546323523613296,0.3754819161190588,0.03863471538934657,0.24926762713085937,0.23613215904618304,0.27489478311094495,0.9999999999999998,0.24734141759165496,0.27740632569846935,0.22121653239091668,0.14017713829762302,0.051412641151045865,0.22026322142689903,0.23734606140421516,0.24850054125804588,0.3378893998904955,0.13087720644614442,0.243245088531902,0.29016655255270485,0.07403539132694739,0.10043254468872707,0.31357472386610763,0.2561160618275447,0.34656608952729034,0.2802998831379044,0.20663106897002592,0.17148126834980887,0.246377181504569,0.32755591259510297,0.25769433029860545,0.22082029325962874,0.3348661407470254,0.33896081578527587,0.137612621796475,0.24442629517378847,0.1145813414753139,0.08406203099940981,0.04422569380271312,0.26866043583775157,0.1709677880708137,0.09445853688568745,0.19003749527187816,0.1802865813136086,0.3289147980666209,0.02495044069262523,0.13533624743080191,0.4331167793419178,-0.11440128235123935,0.3120246288346844,0.26585890997904565,0.04135955814829737,-0.11227196834203747,0.13085482764426892
P41,0.23061706143180766,0.4638658785099765,0.3330270265521105,0.2395866205504908,0.36711720399929737,0.11100725585294921,0.21283461252034033,0.44508408207429223,0.3150097678836431,0.29932149645664025,0.2028480411797385,0.17995268871083284,0.24155333497345535,0.1800918128439341,0.2384258132522885,0.3677228701351487,0.5212155037587715,0.37163440277791676,0.2665414652816033,0.4461376382384559,0.2114206655959891,0.1785592608599433,0.1751392614147426,0.401697086591366,0.39872625658545596,0.2850213890421587,0.3656765606246116,0.34121783787673865,0.15349102990459873,0.16411440163482438,0.43765158676437277,0.37216105007695705,0.30232530847391165,0.32345566812812837,0.2504595312658941,0.1158551767232929,0.4348911742826624,0.45624347534891413,0.17851462195128168,0.24734141759165496,1.0,0.1508697798299249,0.30723949919093674,0.3906898589858972,0.23923196321997112,0.2433395888363145,0.17725244768236453,0.3358825312923564,0.2614550823023908,0.11538495294035818,0.27491484770801167,0.32970640075021107,0.32750965136655735,0.20086460132381972,0.4318889865661674,0.25666432043454906,0.34862290800888807,0.3896750772930518,0.3973119858816862,0.1709992709325048,0.16857848115487592,0.24512836285735887,0.302248661645837,0.4805775015341248,0.168911514147356,0.055537064955678006,0.42321137998826425,0.3546140266544806,0.14090062974856152,0.26825176184497906,0.15729440866270628,0.37538775863223667,0.22990016614314412,-0.05486589361791658,0.38311641443784344,0.45303138066128046,0.27470204850013824,0.22412663656272916,0.22427214705083914,0.512877972401075,0.09155280714880282,0.18836218035771354,0.33097228737339546,0.04722669164116823,0.059047889140976424,0.39883343583920644
P42,0.32936009649915243,0.3817602497423641,0.10381786060044694,0.3102366257185533,0.18178804817386265,0.12017050091990099,0.14284402080703557,0.37492223207755226,0.15536129461133172,0.12367234545245451,0.1811428715734508,0.2815752651227503,0.11050103942832089,0.09592621490092837,0.28115074576894916,0.1603128325856842,0.11739184353774801,0.3900471768336174,0.1317525394734488,0.3532891890867676,0.1405695915632691,0.3953413681117066,0.2934540598438718,0.12565606566933202,0.4590589488043688,0.25212344813445225,0.08551624681101888,0.1953733314892799,0.3356049382312335,0.38817930721255844,0.4799619001488533,0.18516854790641563,0.24902293968523193,0.3466461071606362,0.31623276279419454,-0.0020057339976268574,0.12688995740279385,0.17648782721397904,0.10667470543281928,0.27740632569846935,0.1508697798299249,1.0,0.02986651382397561,0.17727147082725475,0.059565637141217286,0.2600567041856039,0.1453645918220363,0.2194250037922142,0.14469913275136442,0.05790205151291705,0.06376939629127922,0.18498669730023468,0.31243138942414195,0.18902278602153263,0.23261210551329406,0.14694517503030413,0.3588669134421023,0.18326114002733057,-0.020599018924669973,0.20313598593667925,0.15100542401703446,0.3476372272615002,0.09024794996647215,0.11846169048648612,0.10209355269701366,0.24445706639630863,0.23644138686432933,0.15853650467522964,0.1375660623678098,0.10199311084796765,0.06443412505462963,0.1099104000893689,0.15197254686246042,0.01671322939209982,0.29676307425068305,0.1657846479938251,0.29246309033922124,0.0751920712105586,0.20477307581353135,0.19686221806069198,-0.006655968502276209,0.09006488032643552,0.2564031899897864,0.335497482842138,0.08328455559931569,0.014272552572276501
P43,0.24111613486624817,0.299489171951918,0.38235591267595487,0.4207920854856791,0.48522659110770405,0.32116457975093227,0.5507258443448992,0.3099162516004549,0.24634314051220293,0.4702694695194604,0.08968923000601592,0.22970589147511974,0.4047553121498117,0.3352169376826208,0.40002222085773975,0.3940459085864612,0.2807341703325245,0.17912314774934798,0.5258843728486934,0.4153781230040949,-0.0466790360129998,0.17611588675590212,-0.06911213583943383,0.38464087441182665,0.3813303698593592,0.3784770736612923,0.419061810948686,0.5956924223771376,0.39441415638807376,0.26288422741715844,0.34218654216869787,0.46738109573807207,0.35700114984468206,0.18054080344357085,0.5424639238393527,0.1584300571418729,0.21851632184281305,0.40135985981804,0.24801247692301973,0.22121653239091668,0.30723949919093674,0.02986651382397561,1.0,0.4137357007648564,0.19983585248192892,0.3701613378819829,0.3287053032061109,0.4586976690676402,0.08732989595510433,0.3036848761870884,0.3808863847206715,0.30230038658771435,0.3222613309438526,0.3463746477259578,0.2789519914653632,0.34127939668556845,0.30446697425781744,0.2856682424519917,0.29397392845449893,0.4338347908307721,0.2730951302488817,0.3155429324199737,0.3890190485854319,0.5307861226576917,-0.04856748193125013,0.26303936591145904,0.5693249027326214,0.2910825062146336,0.34866314831840084,0.37980025244922844,0.20310680576114448,0.12566728356903314,0.4894395523274024,0.15472763305152443,0.216115230468401,0.4585910220672091,0.24324196447024066,0.2243504735809865,0.38414272969744717,0.29669452546875685,0.025998400066624794,0.31766863512008064,0.26456024519440496,0.03507988970025556,0.21047607778419916,0.09049097930044157
P44,0.34931714208190484,0.521625765794239,0.38482912888753507,0.24044150918418822,0.2917308440551774,0.12488291322079965,0.3664866803550543,0.5275596780797259,0.5015216704803668,0.5472170120313192,0.15385909311007667,0.5520295535220114,0.3858799329136657,0.23728073525823684,0.4199154336935173,0.32297653221607475,0.29898580678570413,0.328731061437582,0.358519622862383,0.5588989482448237,0.2352920883175631,0.19315020477104183,0.26842940795107767,0.2525527289171054,0.3959378627341537,0.38781239428847475,0.21266335212225904,0.5087994760061586,0.33337268131222875,0.1942495522469256,0.4349723268528102,0.513522657716021,0.5538674336966,0.30800331624030236,0.3679747520852111,0.2152237775556961,0.45314012422986083,0.46030625507369366,0.2136080320290171,0.14017713829762302,0.3906898589858972,0.17727147082725475,0.4137357007648564,0.9999999999999999,0.3926049145710873,0.4909840336152349,0.409644939469924,0.29291904019866294,0.4073188921785532,0.3601649710810358,0.28564541745169514,0.5090948954116117,0.34099552461895183,0.48126290897497814,0.4290369895694336,0.2193679006187421,0.40828248117774163,0.40398225570947227,0.4341837300461465,0.23632399927343162,0.4223094288944769,0.4500253071745037,0.4002921450907387,0.46449004685592554,0.04809583874618049,0.2651619210277833,0.35622027398434974,0.542250554194924,0.49528758627470676,0.4410338278251561,0.2699900645983777,0.32104993241563806,0.5224614922324384,0.05228677791490557,0.34514576084810655,0.473890157852107,0.3638186383688797,0.09348531105941521,0.3390112115111079,0.35150158205841925,-0.057235529440011604,0.05498651834697813,0.47777959974840545,0.17432712441370798,0.13101391149611546,0.2632358085098468
