,T01. Artificial Intelligence will improve society more than it will create problems.,T02. Generative AI tools should be allowed as learning aids in higher education.,T03. Students should disclose the use of AI in assignments and reports.,T04. Every engineering student should receive formal education in AI.,T05. Artificial Intelligence will significantly accelerate scientific discovery.,T06. Most repetitive jobs will eventually be replaced by intelligent automation.,T07. Robots should replace humans in hazardous occupations whenever possible.,T08. AI-assisted diagnosis should become routine in healthcare.,T09. Autonomous vehicles will ultimately make transportation safer.,T10. Protection of personal data is more important than technological convenience.,T11. Technology companies should explain how recommendation algorithms work.,T12. Governments should introduce stricter regulations for Artificial Intelligence.,T13. Cybersecurity deserves greater investment than the development of new digital technologies.,T14. Social media algorithms contribute to opinion polarization.,T15. Society will increasingly depend on AI-assisted decision making.,E01. Project-based learning develops deeper understanding than examination-oriented learning.,E02. Traditional written examinations accurately measure a student's knowledge.,E03. Class attendance should be compulsory for all courses.,E04. High-quality online learning can effectively complement classroom teaching.,E05. Students should be encouraged to take courses outside their primary discipline.,E06. Every undergraduate student should participate in at least one research project.,"E07. Publishing research before graduation should be encouraged, but not mandatory.",E08. Maintaining academic honesty is more important than obtaining high grades.,E09. Collaborative learning is generally more effective than individual learning.,E10. Universities should prioritize innovation and problem-solving over rote learning.,E11. University curricula should be updated more frequently to match emerging technologies.,E12. Artificial intelligence should be integrated into teaching and personalized learning.,E13. Universities should invest more resources in research than in expanding infrastructure.,E14. Strong collaborations between universities and industry improve student education.,E15. Continuous learning and skill development are essential throughout one's career.,S01. Every individual has a responsibility to contribute positively to society.,S02. Universities should encourage students to participate in community service activities.,S03. New technologies should be evaluated for their societal impact before widespread deployment.,S04. Technology companies should be accountable for unethical use of their platforms.,S05. Individuals should have greater control over how their personal data are collected and used.,"S06. Combating online misinformation requires shared responsibility among users, platforms, and governments.",S07. Equal opportunities should be prioritized regardless of a person's background.,S08. Diverse teams generally make better decisions than homogeneous teams.,S09. Universities should promote an inclusive environment where different viewpoints can be discussed respectfully.,S10. Scientific evidence should play an important role in public policy decisions.,S11. People should be free to express differing opinions as long as they do not promote harm or discrimination.,S12. Young people should actively participate in addressing societal challenges.,S13. Critical evaluation of online information should be taught as a core educational skill.,S14. Leaders should prioritize ethical decision-making even when it reduces short-term gains.,S15. Building public trust is essential for responsible adoption of emerging technologies.,V01. Climate change requires immediate global action.,V02. Governments should prioritize investment in renewable energy over fossil fuels.,V03. Individuals should actively reduce their personal energy consumption.,V04. Public transportation and non-motorized transport should be promoted even if they require additional public investment.,V05. Single-use plastics should be significantly restricted.,"V06. Water conservation should be a priority in households, institutions, and industries.",V07. Protecting biodiversity is essential for long-term human well-being.,V08. Universities should adopt environmentally sustainable campus practices even if implementation costs increase.,"V09. Products should be designed to encourage reuse, repair, and recycling.",V10. Consumers should consider environmental impact when purchasing products.,V11. Technological innovation is essential for addressing environmental challenges.,V12. Environmental sustainability should be integrated into higher education curricula.,V13. Companies should be held accountable for the environmental impacts of their activities.,V14. International cooperation is necessary to effectively address environmental challenges.,V15. Current generations have a responsibility to protect natural resources for future generations.
S02. Universities should encourage students to participate in community service activities.,-0.01304327247485097,0.07796139874004816,0.24819094541997808,0.11253422316717974,-0.04466715671138201,-0.011791994119860249,0.16977804488771805,-0.010322116300005386,0.18596265005693347,0.22754120045825957,0.13086000137053524,0.10979258218392175,0.0659577083913677,0.019849841021716587,0.02514255920359749,0.07629522461918146,0.10023582885277155,0.0002533806197583384,-0.0795290854689091,0.0847269771161424,0.007094021903431169,0.27340719711740535,0.0889515050412925,0.32755489149422573,0.15600901230998757,0.258135161397658,0.20286607459382766,0.25986052336761306,0.2977223968877329,0.08416499793629302,0.3858632134884683,0.9999999999999999,0.3327105298388339,0.433859948924073,0.08120092138974754,0.3502992824305495,0.08400509565120348,0.29452766111446516,0.36100052201398836,0.30178909062535136,0.18195842331909134,0.3803309405942911,0.32124520019854247,0.2537364528416589,0.4238227285872987,-0.08609825154625222,0.12460063817163672,0.16421409168190612,0.26947225638370764,0.2190329533026377,0.1123054378642959,0.23591022984607724,0.26924301904215525,0.1734020385842954,0.4283821399762712,0.09193229101369284,0.25512187391219343,0.08543758304915396,0.08934736454911686,0.25196762038391396
S03. New technologies should be evaluated for their societal impact before widespread deployment.,-0.01909452746075546,0.1213440217184319,-0.025715381940141304,0.1604427785576866,0.12556415923167114,0.09190106050731148,0.2062146870990668,0.015698349349741982,0.04441200271006948,0.22176316660699832,0.2870707700950887,0.1762003315315311,0.13143632981976847,0.047704274606327576,0.013339369285621284,0.094647892181819,-0.18979522429139659,-0.11467097988824751,0.17031169931454201,0.030361687089931682,-0.0953752759983834,0.24691241290939722,-0.06612063169708081,0.2424996380965035,0.08949649568251579,0.1941148655674995,0.27008321665267604,-0.030212404330942164,0.16748764815956765,0.18423416509305018,0.4752503121288865,0.3327105298388339,1.0,0.41400304414979866,0.12753433875967024,0.2885818788568048,0.17693421777284007,0.1281086146556494,0.41885500170636014,0.23759286111214228,0.20512333012642664,0.3532157341018866,0.38712074512530464,0.3603057822300904,0.3165624080456672,0.3382598041865308,0.13944423351402802,0.38682970798829797,0.18919710500114484,0.2951237517837382,0.25351999872866693,0.2766553307215101,0.17004820750343505,0.10738014763291885,0.2751293230479778,0.336663115148906,0.21222746470905685,0.20187718077403996,0.12078944307583339,0.2543709205525614
S04. Technology companies should be accountable for unethical use of their platforms.,-0.22219423718710254,0.047730923360539176,0.07813138153045979,0.03205524815959375,-0.02640336518150694,0.2117895350487153,0.09401410089797835,0.03197205780143628,-0.045958744829532105,0.15645824867384076,0.29621894178361496,0.2652540635262324,0.08412854674101976,0.06500983120022481,-0.03431837334588727,0.12834225103751917,0.042017618811555274,-0.18606243517004498,0.06183112509122348,0.014294759091811169,0.1401336907373183,0.17883258532331697,5.909640501347712e-06,0.17648105834598324,0.12015418795479756,0.08527917392276686,0.24202304007716072,0.13977625404452265,0.13793455463969617,0.15051145560177367,0.28138747605233316,0.433859948924073,0.41400304414979866,0.9999999999999999,0.23625121719442968,0.2767607092709226,0.16650145892719095,0.2108656065739691,0.37388848086567217,0.29391641562753157,0.12909995869070434,0.377526568818921,0.3116226250445812,0.42187181025461845,0.17565259162263505,0.042934872672431165,0.06655327418190302,0.24006032658480256,0.19912899037234785,0.3575341947984625,0.07001760735488453,0.2692485617435722,0.16957252110562063,0.21858727874908446,0.26619832809128724,0.09937400477376303,0.12406129543138596,0.24441327702285812,0.1567834421924487,0.33040844313580214
S05. Individuals should have greater control over how their personal data are collected and used.,-0.14172103729065333,0.008640210472302574,0.1848407690818856,-0.02470573791260726,0.2419572010984413,0.061919232600637114,-0.0282216144928881,0.11741350163653308,-0.1653044592761445,0.5528161005135602,0.34702704297913584,0.38990949011768855,0.20295613696644618,0.2827472445909895,0.09306372159552949,0.0,0.006812141004994319,-0.24867165955354964,-0.049592252577533545,0.1886408985843892,-0.039113698141445635,0.13799215163709133,0.007011611825095345,0.12260607173991465,0.2983749086104385,0.2773520605839971,0.09584821284264636,-0.013364046054888893,0.09452464441732399,0.11200872038681889,0.2222885758592584,0.08120092138974754,0.12753433875967024,0.23625121719442968,1.0,0.227098375188847,0.2483149650467305,0.13728058070303664,0.24501199960614256,0.02582267424069641,0.1683436167294763,0.18266868930695052,0.16514777550489396,0.31723743899152257,0.10892495017375117,0.11155545819530553,0.07253292134826475,0.06853411281242647,0.16909102364527992,0.13703492848212123,0.21911809516876213,0.10133681472175139,0.0694724624462144,0.25493216224895615,0.16462364297446688,0.15720253756141,0.26130789075486643,0.3117425029611914,0.1392001322597118,0.20675132227686338
"S06. Combating online misinformation requires shared responsibility among users, platforms, and governments.",-0.06927573226536593,0.04549993985939324,0.10773251561971225,-0.014813841306897703,0.2119543585490209,0.10260934151126565,0.21506522428012023,-0.04527996046810854,-0.03874825381892936,0.155363694643731,0.17626553036907341,0.12638686263617233,0.2723058921965051,0.1074335012526178,0.1138409130281575,0.20680160677715495,-0.14581046504979658,-0.2527492812622709,0.20921812127162187,0.2935591265563524,0.06972304560972473,0.39880621553164336,0.17223416125249072,0.032688936861409036,0.38959956141189445,0.375078552102614,0.18282617872450294,-0.07576284704372252,0.23523704331648151,0.2838244961328602,0.1966215421283387,0.3502992824305495,0.2885818788568048,0.2767607092709226,0.227098375188847,1.0,0.29963825193082766,0.11856020003638203,0.4939956992871989,0.242613811372124,0.3128992663204387,0.20342649771242144,0.2636058722362922,0.2636391924892718,0.3253777994532277,0.3625650040225732,0.3174968346242735,0.2502213961516753,0.34985288874714376,0.34305399775783124,0.2910624782478775,0.40527203117344174,0.45205743487354405,0.3366052894113558,0.45610814374352643,0.379256900632214,0.3550423801047298,0.3554372551798782,0.369491964463208,0.2709011647825254
S07. Equal opportunities should be prioritized regardless of a person's background.,0.059650921638137885,0.12662236219078987,0.10960307409879597,-0.0427443474173457,0.2849888812124805,0.3457969574142959,0.32416268115056035,0.10544777503362714,0.09085010679957882,0.06778746233247565,0.2246114632285558,0.08724822874592424,-0.09599510700923164,0.009717037677022967,0.11846226272483755,0.29015459648805025,-0.19822783508466052,-0.17226328632436202,0.026094731778835572,0.25034477751979795,0.20501115185956006,0.15467702591503207,0.1604051526224228,0.053489484796190354,0.25925678730694335,0.353706430696792,0.2790096207656723,0.16650398201775907,0.30779057236389545,0.43076234171685207,0.28948132202592464,0.08400509565120348,0.17693421777284007,0.16650145892719095,0.2483149650467305,0.29963825193082766,1.0,0.06829274270838788,0.4775813292236359,0.23859125188634986,0.329750217641474,0.2445015551092962,0.22519033591801405,0.2785014046790189,0.3741707606020577,0.3438648097620527,0.38492088055440277,0.2575911016855061,0.3971547018964132,0.34275207440395405,0.3260205114730689,0.3334564211141613,0.24150929173561417,0.2820800809158471,0.2596402145504898,0.2965899496084578,0.42054720246772503,0.2930665261958469,0.37396167484180654,0.344362918632944
S08. Diverse teams generally make better decisions than homogeneous teams.,0.05475800670485862,0.17020895008016304,0.17371122643458056,-0.16085230373808962,-0.03280187152183172,-0.09327940703638048,0.22645415397109905,0.08760034275341377,0.25500879730170634,0.1293210479512917,0.21547464133782518,0.07774036470808852,0.20538784879757319,0.12034052627906812,0.029002732351592814,-0.03865510923257407,0.08308045611237698,-0.10626789476308125,0.014991184979480874,0.0907856524764368,0.07758553698143437,0.11354427264803589,0.16696834498874472,0.21950912548418683,0.013191414294998262,0.29678521359311427,0.12654166291384253,0.18259280173552841,0.041217202467550944,0.22456751353173743,0.3041827072258108,0.29452766111446516,0.1281086146556494,0.2108656065739691,0.13728058070303664,0.11856020003638203,0.06829274270838788,1.0,0.30839961865397036,0.12967530854051423,0.15660869553063037,0.2562179989305473,0.017647256701782514,0.24362482647600736,0.200224350812291,-0.0029786122028321277,0.12458995242163971,0.10068261996701589,-0.044236687913432556,0.2035830745125271,-0.01781207988385936,0.1697097796784805,0.10471509772595985,0.08150044332840987,0.24314538565709629,0.0636541726176918,0.07359300599109048,0.04659027020482911,0.14196280988451762,0.20797235332934
S09. Universities should promote an inclusive environment where different viewpoints can be discussed respectfully.,-0.08498156621915608,0.1098430166863205,0.16481349779282004,0.10069480959559163,0.10807649647649012,0.07970134543078927,0.29270756685868465,0.08802389763422137,0.13167320309937414,0.14376571974391242,0.4059063505836233,0.1796270715903652,0.051167105133047966,0.19870557486408957,0.1275077130406873,0.15172657203963846,-0.18547454783719314,-0.290782700138698,0.17629561558064083,0.22195729270731177,0.10881115299460829,0.3755318668006083,0.12054846994421849,0.1484674071275662,0.3103201945352205,0.36479900774987006,0.22999485616608617,0.12263468242661439,0.2623911592536027,0.30658944083552736,0.3308290810930945,0.36100052201398836,0.41885500170636014,0.37388848086567217,0.24501199960614256,0.4939956992871989,0.4775813292236359,0.30839961865397036,0.9999999999999999,0.2845942413206736,0.47736118219198354,0.37851664930511264,0.4460073652454565,0.5094826856144243,0.42026052676929815,0.21409607909851605,0.2917889733492283,0.4764775900174368,0.39541047734073903,0.30019467045855985,0.3135949776639342,0.37901412280393504,0.27114173729718316,0.4240851288402717,0.41666399411216554,0.403783813261168,0.3762078774995304,0.38746014871170703,0.43337462165125584,0.31294912487608345
S10. Scientific evidence should play an important role in public policy decisions.,-0.00016880909586185994,-0.06427184464661247,0.08057039639870334,0.12106320914719818,0.2295023677103186,0.2103066147465927,0.26782519135893185,0.15617960952268503,0.2207154959509006,0.1887048458023526,0.3866903171736451,0.1945858331083344,0.22235776095533594,0.1834291010935511,0.17202541030163526,-0.011260850088027106,-0.08497384816705014,-0.09236819077040027,-0.01744856489858378,0.15567970290658092,0.395673820071641,0.24754018141476414,0.09027023012825108,0.11936394971051115,0.1996748201457191,0.2921384810152006,0.26579595127866545,0.19915880412543674,0.2813970811118083,0.18559912106017076,0.23193539024528043,0.30178909062535136,0.23759286111214228,0.29391641562753157,0.02582267424069641,0.242613811372124,0.23859125188634986,0.12967530854051423,0.2845942413206736,1.0,0.3279701241428182,0.4214701481718462,0.428273948936041,0.3386272060343998,0.25808994687609854,0.20325176937385964,0.22203093819299702,0.12022869926279804,0.3334982578842387,0.15108040425773442,0.22778869860731887,0.2620010094907875,0.3968801855863347,0.20522864360442816,0.3044594764583184,0.393068867142299,0.13014896294099867,0.14509723925450715,0.1899841676525868,0.402263097782652
S11. People should be free to express differing opinions as long as they do not promote harm or discrimination.,0.0552654740754132,-0.0534059829678151,0.17024655522155493,-0.014485981252071584,0.35364128722682653,-0.005150165409660479,0.0863301401715603,-0.010469113610730049,0.17933747060981045,0.08069464614441876,0.2579808196124193,0.1365589692281355,0.13534582688881402,-0.10283594125892723,0.17309853397133884,0.18675474527518748,-0.18715285882000116,-0.19483494710494711,0.1524578732588426,0.21997927907309345,0.05157276896888839,0.39044674099046495,0.07491970778111964,0.1312696553340517,0.3651529810910591,0.4414446116025812,0.20378257861665722,0.09369236040272652,0.3619084183234811,0.36994182473254666,0.2333702221124697,0.18195842331909134,0.20512333012642664,0.12909995869070434,0.1683436167294763,0.3128992663204387,0.329750217641474,0.15660869553063037,0.47736118219198354,0.3279701241428182,1.0,0.3153017000289015,0.3391647262818714,0.322009098577734,0.2506259607298481,0.18276310469269685,0.24339795257536195,0.16876312124869974,0.2514026845392095,0.3027760063731258,0.4998544056809194,0.42084447412363307,0.3534431343391325,0.31161851564850923,0.1636080521282725,0.24215116144744894,0.29913576188665686,0.23622512277728253,0.41297413835338986,0.355305479257628
S12. Young people should actively participate in addressing societal challenges.,0.08511453657694126,0.13133120728977876,0.24142744646647044,0.1493462043193141,0.23543548302073364,0.1913143343916917,0.24808037625222207,0.15762086961484809,0.24860821464563412,0.20507655668685185,0.3234742580243768,0.23231466625555663,0.11408948957800503,0.24435908095716494,-0.014587510386764244,0.09360711883419133,-0.054018649472453856,-0.20792968784253565,0.013308482940013359,0.15644071862183564,0.06441221500838623,0.1611392998600725,-0.05352577149740894,0.23814587551248587,0.265904699369844,0.20658598525055547,0.2742594676169104,0.025929052832013987,0.24301758696026052,0.15568109353232,0.32531262693884133,0.3803309405942911,0.3532157341018866,0.377526568818921,0.18266868930695052,0.20342649771242144,0.2445015551092962,0.2562179989305473,0.37851664930511264,0.4214701481718462,0.3153017000289015,1.0,0.22861562288867693,0.3440447456244363,0.32622577705367306,0.16930182186347598,0.2315299834518089,0.07723265328312881,0.12882885571921426,0.23188369697441627,0.10333345058150956,0.31363206461593574,0.23094247913277843,0.10492069749069984,0.27581513581087175,0.22980213662070165,0.13582112974970964,0.17862036670030662,0.09394826528351938,0.33893873087181026
S13. Critical evaluation of online information should be taught as a core educational skill.,-0.11243147786747981,0.11670052404410693,0.11167505442613697,0.26622571791556104,0.2519256637144049,0.26533296860968536,0.24269304649798995,0.10761436295799434,0.08902084064757405,0.12782121078496553,0.34824009184416005,0.4245849996231503,0.2789936047316816,0.15266838625387696,0.19747025301928955,0.06749175830008601,-0.10733200166150793,-0.19926349497609808,0.13931591046400418,0.12832367111911708,0.11921827438753871,0.25884832809875186,-0.021250570208051763,0.09195551661459876,0.31448763055890433,0.220004041018266,0.3038385169224035,0.03405289136585259,0.23618865361997338,0.09265577375938368,0.13083799765852808,0.32124520019854247,0.38712074512530464,0.3116226250445812,0.16514777550489396,0.2636058722362922,0.22519033591801405,0.017647256701782514,0.4460073652454565,0.428273948936041,0.3391647262818714,0.22861562288867693,0.9999999999999999,0.4487844938639259,0.374817095449923,0.16507229038621338,0.1761325594208949,0.43808214078385427,0.3545279706371498,0.15720838408971718,0.27338011230183645,0.2338123347552969,0.39755990671287006,0.28309464323717076,0.5152574875661996,0.28674600808967415,0.33435247894470094,0.28566220950627075,0.3642189217730986,0.32901746928045916
S14. Leaders should prioritize ethical decision-making even when it reduces short-term gains.,-0.09666944714951199,0.16021050280355792,0.13169751000557461,0.13775410694016446,0.09205878870202797,0.1432733797387949,0.2795475260778281,-0.05265830262360842,-0.022232276654902763,0.19515462522173055,0.5201870744560187,0.3309990108181087,0.18830318098308152,0.1893562334349487,0.2775581525462766,0.016918324679235118,-0.13729242906123915,-0.22768707888306067,0.17071866660200513,0.010676987361091047,0.14330781017900912,0.3363691871533947,0.2850286476181747,0.16326365263981765,0.33766356849529205,0.25214339907104233,0.2794011150914172,0.08701661613001813,0.19041158194380176,0.2596249029767452,0.44209104933488974,0.2537364528416589,0.3603057822300904,0.42187181025461845,0.31723743899152257,0.2636391924892718,0.2785014046790189,0.24362482647600736,0.5094826856144243,0.3386272060343998,0.322009098577734,0.3440447456244363,0.4487844938639259,1.0,0.44645923365908685,0.16174056146933444,0.22356636127498553,0.33287899463994386,0.2150922130935402,0.33097039856744,0.3399958758761178,0.38400773375066255,0.37069697719050304,0.4704360880172321,0.3663340933390453,0.21646107680406676,0.4174382425372945,0.47204880799938137,0.3666124317364691,0.3819985347689618
S15. Building public trust is essential for responsible adoption of emerging technologies.,0.10197015205840912,0.26343829438528094,0.20675350182047805,0.20758571545121726,0.23928548895015722,0.11549808197054705,0.24028441281533008,0.05284782910380174,0.06037504768132478,0.183035921550725,0.23091261013787584,0.17099058796609182,0.044237774013104435,-0.031893441980338166,0.32566034548772854,0.11685255711179422,-0.1335474686883633,0.06885969059239604,0.04820436706156358,-0.030865595846430904,0.017006619381159407,0.25139746494474835,0.2281243016203553,0.18719510322298713,0.25445834644833504,0.1786986074910562,0.21532685052470443,0.14395716882043375,0.2949500312751512,0.32142171413992915,0.36575720351020863,0.4238227285872987,0.3165624080456672,0.17565259162263505,0.10892495017375117,0.3253777994532277,0.3741707606020577,0.200224350812291,0.42026052676929815,0.25808994687609854,0.2506259607298481,0.32622577705367306,0.374817095449923,0.44645923365908685,0.9999999999999999,0.13031861935264247,0.29971028529935495,0.3731059907332063,0.3219495197793219,0.2365537413065311,0.37643309417390397,0.2347573673611841,0.37868581253808026,0.2805039742569274,0.41344780386397406,0.2998577751244687,0.47025570365598696,0.1926100478724785,0.21779595666896598,0.29781913469016197
V01. Climate change requires immediate global action.,-0.006495128196900677,0.05983578189210473,-0.07059925828303099,0.07392922223630789,0.2677417257343615,0.018178845479586113,0.36582282829213936,0.02295244201151079,0.09997535329255346,0.0026102702316848922,0.06979549990008775,0.08590824163220281,-0.022933773666014956,0.1643455657453762,0.13789936585847357,0.0420474331585568,-0.13181204705131938,-0.17498247966230032,0.14552656239915082,0.20386973405946346,0.027446411823830466,0.15394905997875022,0.12487662292284478,-0.027397109475496912,0.24589027245408993,0.21364302263568194,0.12340320213832409,-0.2267965213391946,0.06668562913167587,0.22016690600431485,0.17166050868014932,-0.08609825154625222,0.3382598041865308,0.042934872672431165,0.11155545819530553,0.3625650040225732,0.3438648097620527,-0.0029786122028321277,0.21409607909851605,0.20325176937385964,0.18276310469269685,0.16930182186347598,0.16507229038621338,0.16174056146933444,0.13031861935264247,1.0,0.4593297728235698,0.2722902762962442,0.32637927359609753,0.17345368404819556,0.19407031225165927,0.235245258516503,0.2296163887370544,0.10719112612030207,0.1704894771129597,0.3826159327343486,0.1818169284836178,0.4280034541319728,0.36359363060561184,0.2671705857621036
V02. Governments should prioritize investment in renewable energy over fossil fuels.,0.02585545582805628,0.24831364059804742,0.28916577080177513,-0.05656916137898278,0.14923219605064392,0.17607378828837605,0.28718139546223936,-0.053733171835897854,0.07502524365119159,0.15018119209612943,0.30074056897875817,0.24470234121585535,0.192628994761826,0.23088651062680796,0.16936868658894594,0.024017962598503736,-0.0746206624352184,-0.16211522380485713,0.0420936275690719,0.17327375748497745,0.06254450001223766,0.13078822325290293,0.3229155186869585,-0.1556489602688163,0.1729084917678107,0.3319150109683812,0.20722397729641795,-0.1236342985859674,0.28626377850788604,0.41859583021209884,0.20165958794067024,0.12460063817163672,0.13944423351402802,0.06655327418190302,0.07253292134826475,0.3174968346242735,0.38492088055440277,0.12458995242163971,0.2917889733492283,0.22203093819299702,0.24339795257536195,0.2315299834518089,0.1761325594208949,0.22356636127498553,0.29971028529935495,0.4593297728235698,1.0,0.2697585034253417,0.38987713815129604,0.2824933422296057,0.26232023725881515,0.3099342935619343,0.31305659248298695,0.171629568325161,0.33194623490401315,0.3589666405195846,0.3443922403504009,0.2662321543371258,0.2712042792514944,0.22157483132061762
V03. Individuals should actively reduce their personal energy consumption.,-0.04927189754894867,0.15181202933701177,-0.06002728315850144,0.15958957632965512,0.02750732428304119,0.21463742977776246,0.018851837084290463,-0.0038816736609804444,0.07833183428998464,0.07676811985086002,0.26565917769361197,0.12353160464899707,0.1343679932845092,0.026678209455240177,0.10424506158568964,0.1713409413459117,-0.1046966892102775,-0.10499973439999236,0.043976202146465145,0.03154512523879409,0.03565233345943842,0.11752053098833902,0.27332300504735746,0.047495529836823126,0.15908169899459804,0.2583435291626531,0.34692611528240114,0.007736785042287412,0.17525673848235473,0.30825135258047326,0.19626899662797045,0.16421409168190612,0.38682970798829797,0.24006032658480256,0.06853411281242647,0.2502213961516753,0.2575911016855061,0.10068261996701589,0.4764775900174368,0.12022869926279804,0.16876312124869974,0.07723265328312881,0.43808214078385427,0.33287899463994386,0.3731059907332063,0.2722902762962442,0.2697585034253417,1.0,0.4435487810924457,0.3283885139809677,0.329200209644266,0.30789200153118707,0.3143841992559993,0.32078992699899544,0.4730062593667862,0.2377162946971146,0.4426825978389813,0.2853413632215268,0.36041191240747744,0.41031187909217787
V04. Public transportation and non-motorized transport should be promoted even if they require additional public investment.,0.010619477356993295,0.046844696150327575,0.22672392193676338,-0.08291399991086684,0.11700843390029755,0.13963187074749653,0.21248823197106834,0.030683905678161025,0.012022763361432464,0.1531768280393848,0.3085869618302922,0.2275838737103565,0.12500131652826804,0.03324230671083543,0.15255033155186562,0.015125331997221216,0.05915659582415948,-0.1193538891102826,-0.041524653583960854,0.024050675160639554,0.002956690359159869,0.061995403948028015,0.20638407704059689,-0.04016584289223562,0.10646714573530604,0.30442645588940226,0.13145493710276338,0.07582046551658858,0.11005861859482707,0.16017492172366377,0.1246746797232198,0.26947225638370764,0.18919710500114484,0.19912899037234785,0.16909102364527992,0.34985288874714376,0.3971547018964132,-0.044236687913432556,0.39541047734073903,0.3334982578842387,0.2514026845392095,0.12882885571921426,0.3545279706371498,0.2150922130935402,0.3219495197793219,0.32637927359609753,0.38987713815129604,0.4435487810924457,1.0,0.38283583025137785,0.4364974304255897,0.36396502940822456,0.42284305980559245,0.3634151142296322,0.38185037218114687,0.3290836358517426,0.334698753688958,0.35616012006847936,0.3301134385970497,0.3940868304381654
V05. Single-use plastics should be significantly restricted.,-0.12340395547892119,0.004457451761477489,0.07812313565152487,-0.16853730620894222,-0.01513089081513388,0.243575505137311,0.1733949029619496,-0.0716225159834928,0.11094622830415418,0.016007216310708228,0.14499091565553787,0.126542495482616,0.1523958129928354,-0.13339041921092537,0.008317450694675342,0.1650201477150797,-0.11128532459041736,-0.18995156945568278,0.19416773672084572,0.09166734816187876,-0.07031689104799457,0.15089347851113125,0.038004746623384884,0.07795753710241567,0.1315818636197948,0.29269222856677857,0.20056801084312142,-0.12848431437462263,0.10075591556834011,0.29932979832361245,0.109054630619213,0.2190329533026377,0.2951237517837382,0.3575341947984625,0.13703492848212123,0.34305399775783124,0.34275207440395405,0.2035830745125271,0.30019467045855985,0.15108040425773442,0.3027760063731258,0.23188369697441627,0.15720838408971718,0.33097039856744,0.2365537413065311,0.17345368404819556,0.2824933422296057,0.3283885139809677,0.38283583025137785,1.0,0.5158684543418053,0.5908880260888155,0.3858546061001699,0.2776298183154286,0.33475730115534413,0.20699346373353006,0.4179911150361837,0.32867067994905386,0.327047762860389,0.47326451118851726
"V06. Water conservation should be a priority in households, institutions, and industries.",-0.033423519590019705,0.04119168420884001,0.09358339922487219,-0.08146337767781073,0.27402311282598035,0.19880235905083807,0.07899744701940611,-0.031529523092685606,-0.02543151777725381,0.09045418038208558,0.28377374857245086,0.22487607972290086,0.2959136657542887,-0.11909066486427279,0.2806388685940784,0.034785125306076393,-0.03567517960587868,-0.0448894856932516,0.11276557990057887,-0.050326606530524176,-0.0934610098777583,0.19421927253957558,0.10831112039440863,-0.07700747804310915,0.20242682012242313,0.3065521194295313,0.16704031527405944,0.1835394806647949,0.17473747611033824,0.20066681113346654,0.22744783850221775,0.1123054378642959,0.25351999872866693,0.07001760735488453,0.21911809516876213,0.2910624782478775,0.3260205114730689,-0.01781207988385936,0.3135949776639342,0.22778869860731887,0.4998544056809194,0.10333345058150956,0.27338011230183645,0.3399958758761178,0.37643309417390397,0.19407031225165927,0.26232023725881515,0.329200209644266,0.4364974304255897,0.5158684543418053,1.0,0.4836307310043154,0.38356795602538557,0.42251454887702705,0.3524553026219633,0.3282012099568796,0.46775988624294723,0.329949728802849,0.2757523125980126,0.4445654043574991
V07. Protecting biodiversity is essential for long-term human well-being.,-0.027704153028576685,0.025380331437333894,0.1866767069414944,-0.02355709686979047,0.048774799535422644,0.16326417172273197,0.195870028874749,0.03562687899755622,0.17190296114445774,0.11338835759425835,0.23242756244825585,0.16798488577978204,0.33937767742001723,-0.09179272244070316,0.016712603641811,0.24554827127539178,-0.07714551617912296,-0.19958308769573876,0.17783965431358503,0.32307251171881435,0.09926367217833719,0.48760510419883396,0.10583631512260533,0.271420491351892,0.3727626097971164,0.41221894824382543,0.2738954029226464,0.12434624461776622,0.17747577517241725,0.2647049984928828,0.2727987840093556,0.23591022984607724,0.2766553307215101,0.2692485617435722,0.10133681472175139,0.40527203117344174,0.3334564211141613,0.1697097796784805,0.37901412280393504,0.2620010094907875,0.42084447412363307,0.31363206461593574,0.2338123347552969,0.38400773375066255,0.2347573673611841,0.235245258516503,0.3099342935619343,0.30789200153118707,0.36396502940822456,0.5908880260888155,0.4836307310043154,1.0,0.6515259709690224,0.49532068906207316,0.4332527208864367,0.2531356266308605,0.4905984156602722,0.4931461467844643,0.4630615129082052,0.4528559760703419
V08. Universities should adopt environmentally sustainable campus practices even if implementation costs increase.,0.046979137517254174,0.15552924635058907,0.15127908743387067,0.10577133178158823,0.11824449054631357,0.05702568132344503,0.27331869447509727,0.06297481703207676,0.08202979008068043,0.11680352585657137,0.23688350651674928,0.17628205026893634,0.3363950186951812,0.08749997301391242,0.1368837755021303,0.09956368163014193,-0.12566220754054092,-0.20343408147591965,0.1251416151509796,0.21667835728063922,0.11843267920262511,0.44734479771923735,0.156397124661767,0.2236858595789216,0.18934040190329973,0.3271267878791411,0.22889205956054473,0.16232515130429995,0.14950862889881725,0.21493986698845893,0.16249611263201147,0.26924301904215525,0.17004820750343505,0.16957252110562063,0.0694724624462144,0.45205743487354405,0.24150929173561417,0.10471509772595985,0.27114173729718316,0.3968801855863347,0.3534431343391325,0.23094247913277843,0.39755990671287006,0.37069697719050304,0.37868581253808026,0.2296163887370544,0.31305659248298695,0.3143841992559993,0.42284305980559245,0.3858546061001699,0.38356795602538557,0.6515259709690224,1.0,0.33539876046630973,0.6334183060921686,0.32322541726692366,0.538548012696603,0.454883291236207,0.42350151772169764,0.3626442623537984
